text,label
Ambient noises like echoing sound were very distracting.,noise
"For data structures to work, we need to understand artificial intelligence first.",sound
Real-world examples of operating systems include deep learning.,sound
Random noises like background chatter made it hard to focus.,noise
The random whispers was too distracting during the session.,noise
"Uh, like, there was some coughing and sneezing in the background.",noise
"For microcontrollers to work, we need to understand blockchain technology first.",sound
The echo from echoing sound made the voice unclear.,noise
"Next, we'll explore how distributed systems works in machine learning scenarios.",sound
"In today's lecture, we will discuss reinforcement learning in detail.",sound
Unintelligible murmurs about echoing sound kept interfering.,noise
Unintelligible murmurs about outside honking kept interfering.,noise
"Remember, support vector machines is a key concept in deep learning.",sound
I couldn't hear the lecture because of the footsteps.,noise
"Uh, like, there was some late arrivals in the background.",noise
Can anyone explain the principle of gradient descent?,sound
Background sounds of chair scraping disrupted the lecture.,noise
"Next, we'll explore how encryption algorithms works in data preprocessing scenarios.",sound
"Remember, databases is a key concept in computer vision.",sound
"For machine learning to work, we need to understand deep learning first.",sound
Random noises like chair scraping made it hard to focus.,noise
The chair scraping was too distracting during the session.,noise
Unintelligible murmurs about late arrivals kept interfering.,noise
"Remember, network protocols is a key concept in agile methodologies.",sound
Background sounds of mic feedback disrupted the lecture.,noise
"Uh, like, there was some echoing sound in the background.",noise
"Next, we'll explore how quantum computing works in natural language processing scenarios.",sound
Someone was ambient noise—it was impossible to hear anything.,noise
The application of computer vision in sensors and actuators is critical for this field.,sound
The application of big data analytics in genetic algorithms is critical for this field.,sound
The concept of sensors and actuators is essential for understanding blockchain technology.,sound
Unintelligible murmurs about door slamming kept interfering.,noise
Can someone mute the chair scraping? It's really loud.,noise
Unintelligible murmurs about people talking kept interfering.,noise
Background sounds of ambient noise disrupted the lecture.,noise
"Uh, like, there was some late arrivals in the background.",noise
The door slamming was too distracting during the session.,noise
"Uh, like, there was some phone ringing in the background.",noise
Can anyone explain the principle of software engineering?,sound
The static noises was too distracting during the session.,noise
"Next, we'll explore how wireless communication works in linear regression scenarios.",sound
